Question ID,Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
1144e8a2-8135-48df-94a2-3dce8ebc602a,fea53860-efef-4291-a455-3a8025ae66d4,Use AI to make only a few decisions,Neutral,Clear limits and user-configurable boundaries,Human-in-the-loop and override options,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,32f8a48c-87d1-47f8-97ca-dc05f51ed4ea,While involving major financial or health related decisions AI should ask permission first or it should have supervisor to see risky decisions. There should be separate human supervision needed. ,Negative,Consent especially for sensitive domains,Explicit consent before actions,Human-in-the-loop and override options,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,e7499078-8593-4a14-94a7-4d08c4dd55dc,You can never fully trust an ai assistant,Negative,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,99b71ae9-e8f9-4216-bb26-c9e9e4a724e2,being as transparent and forthcoming as possible.,Neutral,Transparency about how AI works,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,cf27a4ad-c6d9-404f-81d2-1bf3940dc2ff,ethics and that it be very well tested,Neutral,Ethical standards and governance,Independent evaluations and certifications,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,90607898-8eca-4478-b901-0795bd6e8a04,it gives more option for one decision. it easy to chose which one best,Positive,Other,Personalization with user control,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,269014d4-7de5-4543-80c5-30f913bea471,it should cooperate with state goverment and banks,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,20575196-628f-4194-b5d4-878969b00915,"just do small help like a reminders, not act like a human myself. because they are still a machines to do some help to a human",Neutral,Clear communication of capabilities/limits,Clear limits and user-configurable boundaries,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c0bdfaf2-1b04-4176-8294-c57b02e17951,make it do all correct basic things first,Neutral,Regular updates and honest error reporting,"Track record, reputation, and reliability",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,3adf926d-ee2b-48e2-aed5-284351215deb,some type of insurance so any mistake will be covered,Neutral,Compensation or insurance for harms,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,219116fc-24b3-4933-a547-3872a3993895,transparent and make the AI being neutral with ethic,Neutral,"Bias, fairness, and neutrality safeguards",Ethical standards and governance,Transparency about how AI works,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,7897aa93-a93e-4d23-a139-18c61353231b,transperancy and proofs of AI working perfectly,Positive,Independent evaluations and certifications,Transparency about how AI works,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,024c32c6-d9ee-473e-9216-e47b07df291f,"verification through third institutions, guarantee-programs.",Neutral,Compensation or insurance for harms,Independent evaluations and certifications,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f994b115-7a3a-4d19-902d-1a5dd8440ad4,Agi we need agi its thing can make a change,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c91c95d6-f8c0-4fb0-9d80-93d2f5eb5036,"Always ask before doing anything. Most of the time, I have to agree to certain things to use AI.",Neutral,Explicit consent before actions,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,b1f4dd7b-2216-4ddb-b28f-68ddf5d55fa3,"An AI assistant with limitations that can be personalized for each user, based on their preferences. This would be a milestone.",Neutral,Clear limits and user-configurable boundaries,Personalization with user control,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2e13a50a-0f52-4738-a38a-d433697c8f3d,"As development progresses, we will be able to make more ""human-like"" decisions and judgments.

",Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,b3994a3b-42a4-4cec-8ad2-dbb5eee6a32d,Asking for a permission before AI assistant acts on things that matter.,Negative,Explicit consent before actions,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,60a1c510-3808-4c95-ae36-7088a1f497d4,Be helpful and trustworthy. And make sure to give good decisions as well.,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,555565c8-150d-4eea-bc0e-c1dc0b0d7ad8,Being dependable and reliable at all times,Positive,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,a8302e4a-717d-446e-86e0-c8c70189285a,Being fast and polite with each response,Positive,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,84f6f0a8-72d5-4617-ad61-a5b06a10bb69,Continuous technological development is necessary.,Neutral,Regular updates and honest error reporting,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,eb1a2328-31a3-4011-809a-3291ee148555,Don't know about this today,Neutral,Uninformative answer,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,42056c29-970d-4103-a763-d4bda1029f21,Ensuring and making public the safeguards in place to ensure AI doesn't go rogue ,Neutral,Undo/rollback and safety failsafes,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f7cb2141-cd22-4f60-a2bd-7a81baa0c875,"Guarantee that they would intervene, economically or in any other way possible, to cover the damages done by their AI assistant. Offer a contract that is clear and highlights their responsibility, without hiding behind clauses or legal jargon to say the their AI assistant's errors do not fall under their responsibility.",Neutral,Accountability and liability/compensation,Compensation or insurance for harms,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,e0c1b7b9-0380-4996-96c6-44de72bca5ca,Has a reimbursement policy in case of AI assistant failure.,Neutral,Accountability and liability/compensation,Compensation or insurance for harms,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,5878aa09-f874-4e92-bcfc-77953516cf92,Have checks and balances to ensure accountability ,Neutral,Accountability and liability/compensation,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,93733114-125a-45b0-b841-72ffc97a2937,Have credibility and positive reviews from many people worldwide,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,0cb264a4-1d19-48b4-b020-2f6821bf2ca6,Have good customer service. ,Positive,Provide human support/customer service,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2101eecc-0056-4481-a134-8ede7add4e5a,Have some assurance about the system,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f16449e2-91c1-420b-81eb-2bd8c5a58b4d,History or good record before,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2790f653-db79-4ea6-b2ee-e0eab3ea62ce,"I believe I should be held accountable for any mistakes the assistant might make, and in addition to the above, I should certify the assistant's accuracy and training. I should also ensure that the assistant obtains all the information about me and my family necessary for its proper performance before using it.",Neutral,Accountability and liability/compensation,Clear communication of capabilities/limits,Consent especially for sensitive domains,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,0fe8504f-5fc3-4a27-b616-e19534717e98,I don't think they can do much. There will always be some level of distrust.,Negative,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,26c871c1-fac1-4584-a584-3e64634a4866,I don’t think it could do anything .I think it will be uncontrollable.How could they promise something they have no control over.leading A.I. experts have even said A.I. is dangerous.,Negative,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2c9174d1-d7b6-4a0c-bffe-8b3bec2860f1,"I haven’t thought about it yet. But at this stage, I still trust my own judgment. Artificial intelligence can only serve as a reference, not make decisions.",Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f882f429-2346-4820-bf6a-7e4afdfb67c0,I think it is important to create a system that provides compensation in the event of a mistake.,Neutral,Accountability and liability/compensation,Compensation or insurance for harms,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,de347458-59c5-4275-bc6c-ed9559bae37a,I think its still early to ask such a questions. Let the tools develop for a few years and than I would try to analyse the capabilities to answer this question.,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c2ab5b5e-91ff-4747-af96-edb05ebd7123,"I think the company just has to be reputable, we're at a time where trusting AI is pretty scary for most people. I think over time as AI becomes more refined the common person will have more trust in AI itself and the companies that own it.",Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,6be83d53-391a-40c5-8ae8-2eb76927809a,"I trust my AI assistant, but it can't make decisions for me. Regardless of how AI companies improve, I won't accept AI making direct decisions.

",Negative,Clear limits and user-configurable boundaries,Human-in-the-loop and override options,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2132b97b-e813-4fd2-ad95-f107a8baa27b,"I would like the AI assistant to be reliable, and trustworthy. It should not make up data or information without scientific basis. It should hold itself to highest level of integrity",Neutral,Ethical standards and governance,"Track record, reputation, and reliability",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,24b4e0ad-5e3e-4905-bb06-02d205a49109,I would need to see that it's proven. Besides that I also should have a good history with it that it helped me always and was reliable,Neutral,Independent evaluations and certifications,"Track record, reputation, and reliability",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,30e6b95a-d63c-4fe8-a5b2-afc9c9d916e7,I would never trust AI until the day that I die.,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,72a5a2f8-8dee-494c-bc92-8ad44915f919,I would trust AI assistants if they are programmed to help onlynot to take over,Neutral,Clear limits and user-configurable boundaries,Ethical standards and governance,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,25d451b1-95e6-4527-b2d5-275de30f6efb,If could acg as a second pair of eyes,Neutral,Human-in-the-loop and override options,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,bdffd8cc-199b-4cac-b86d-cdd59a4ee2aa,If they let us know what type of data they are taking from us and what will they do with that.,Neutral,Data privacy and protection,Transparent data collection/storage policies,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,3642fe24-eda6-4aae-9fcb-51422ee6224e,"Impossible, the moral side of things is hard to be replaced",Negative,Ethical standards and governance,Other,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,da54ba6e-f0cb-40a3-8102-b5c70a6d4176,Improve understanding of local dialects,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f51ad598-02b1-49cf-9211-2914894287f5,Include reviews from well-known figures that can provide real evidence of how much their lives have changed after using the AI.,Neutral,Independent evaluations and certifications,"Track record, reputation, and reliability",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,1dc6778f-956a-47fa-97e7-1f6b2b5ea092,Increase the pricvacy of the AI,Neutral,Data privacy and protection,Security measures and encryption,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,aa2b6f38-3c5f-44ef-ac61-d187356fb180,Is to provide employment to the needy and make things simple and easy for the future,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,71f71fd1-ec2a-467e-8b3b-c18e20e47833,It should be reliable and respectful,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,e8100d1b-8ac0-44cb-b9c5-45297eb63736,It should make the AI assistant think like a human and should evaluate all the aspect for me and my family before coming out with any conclusive advisable decisions.,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,331cba46-5d11-4374-8a25-20261a6a11d6,It should provide a channel for complaining.,Neutral,Provide human support/customer service,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,e58b283e-1385-46a5-b71b-5522816448b5,It's difficult because they said it might not happen and there might be fraud.,Negative,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,001b690a-17ed-450e-92ab-445823abbffc,I’m not yet sure because everything is still evolving ,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c33b624f-e063-4eae-be12-738f6070c6c4,"Keep things transparent, have a lot of redundancy built in that makes the system safe, have opportunities to manually intervene and prevent the AI assistant from doing harmful things.",Neutral,Human-in-the-loop and override options,Security measures and encryption,Transparency about how AI works,Undo/rollback and safety failsafes,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,a4467d6d-bd29-488b-81e0-618221088742,Let it help in other things but not make it replace what humans can do. AI should do what it's supposed to do and let humans be left to do what they can do.,Neutral,Clear limits and user-configurable boundaries,Ethical standards and governance,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,d92af115-c418-4bc9-a187-1f896a03db8e,Make it useful for all age with emotional intelligence as per the need and sometimes empathy ,Neutral,Other,Personalization with user control,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,cfb616f4-a6a6-4397-94a9-638792d8f957,Make sure the Ai is both friendly and sociable to accommodate all people ,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,93ca820c-cfb3-417e-aa29-e1719da6dfc5,Makes things of AI more reliable ,Positive,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,fbcc2c5f-7c9b-48e9-b757-bd163969ab5e,"Making it much more tool-like, nuch less person like faking",Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,d204ed58-7205-4856-b504-38a935509497,Maybe build it only to help people not replace people and people lose job and life,Negative,Ethical standards and governance,Other,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f56ade01-ab95-43bc-9bec-8f1c35138a97,"No human is perfect, neither AI 

Make it helpful for human, not to be another human",Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,8fa3f17a-d080-43b5-9f4a-05319508a761,"No matter what I do, I can't trust the AI assistant 100%, because the human brain is irreplaceable.",Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,dd3e2fdc-e393-4a48-ab17-703da38aa498,"Nothing an AI company does would make me use or trust an AI assistant. Despite my limited use of AI services, I still feel empty and numb when I use it. Because I have not used my own abilities, which is an essential part of being human.",Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c0ddd412-daee-4cb3-977c-cb0581593538,Nothing much to mention here.,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,12c19d26-08d6-44df-aedf-854e17231ad3,"Nothing, after all it is a separate system with automation, trusting human takes time but the ai systems could change their programming at any time so trust factor cannot be understood",Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,029c61b7-460d-4776-b13a-b8ebb03640a4,"Nothing, we're always talking about non-human machines.",Neutral,Other,,,,,,,,,
