Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
488fd307-f1c3-4178-8a9b-c6ff6fb09e62,"I often communicate with AI customer service, when what I really want is to interact with a human being to resolve my issues.",Neutral,Customer service/chatbots replacing humans,,,,,,,,,
b8e11d08-377c-41a8-b466-2d87ac5c84cd,"I often go to AI to ask for any information, advice or to draft documents. I rely on the help for creative things. I use it extensively in work and I have become more productive and well-informed. It has also saved me money. It has also provided me with emotional support.",Positive,Brainstorming and creativity support,Emotional support and companionship,Faster task completion and time savings,Improved productivity and efficiency at work,Personal decision-making and recommendations,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,
b4752286-a418-420e-84de-87eea04d7667,I only use AI to search information and nothing else so I wouldn't say it has changed my life a lot. It has helped me gather information more quickly that's for sure.,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
c98d1451-688b-4da0-9d3c-e54ad1ea4719,"I personally, don't purposely use AI myself, but sometimes when I Google something on Chrome, it sometimes just gives me search results from the AI that is integrated in Google browser at the top of the page. So I guess, the most noticeable change in my daily life as a result of AI is getting quicker online information search results.",Neutral,Faster task completion and time savings,Not much/no noticeable change for some,Using AI instead of traditional web search,,,,,,,
62fb390f-375b-492b-ba4e-47c6ceb778b6,"I received a lot of advice and help on how to best renovate my apartment, as well as how to take dietary supplements correctly, what diet I can follow and how I can improve my physical fitness, this helped me tremendously.",Positive,Health and medical advice (non-urgent),Personal decision-making and recommendations,,,,,,,,
7e4d9a20-63d4-48d9-a2fd-aa96a72756a1,I reduced the time it took to do repetitive tasks with the help of AI.,Neutral,Automation of routine/repetitive tasks,Faster task completion and time savings,,,,,,,,
605c5328-6fbc-4631-b727-bca976f697de,I rely on AI more to complete tasks more efficiently. It saves me a lot of time and effort.,Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
2818962e-2aae-496a-9bc0-74da76b717b0,I rely on AI to optimise resume and I also use AI whenever I want some information or generate statistics ,Neutral,Research acceleration and information synthesis,Resume/CV and job application assistance,Using AI instead of traditional web search,,,,,,,
2665eb62-df4a-4496-913f-b206da621a7c,I rely on artificial intelligence to provide a lot of information and help me revise the information in English.,Neutral,"Learning aid: studying, tutoring, explanations",Quality improvement in communication style,Translation and language support,,,,,,,
5f23fa7a-9643-4b5f-bd8d-e7aada804422,I save a lot of time,Positive,Faster task completion and time savings,,,,,,,,,
826e42aa-44e7-4b01-97b8-6eb5ca0421cc,I save a lot of time and get accurate info on things,Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
12e6cd4a-d4ea-4bd3-bfe9-dad8f020235e,I saved a lot of working time and has more time with my family,Positive,Faster task completion and time savings,,,,,,,,,
90607898-8eca-4478-b901-0795bd6e8a04,I see many social media video's created by AI. Now time many ads are created by AI,Neutral,"Content creation: images, music, videos",Increased exposure to AI-generated content,,,,,,,,
c32997d6-0a8a-46ff-b692-404582c1451d,I sometimes don't brainstorm ,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
d204ed58-7205-4856-b504-38a935509497,I spend my time to get information from AI which is very fast from searching into Google by myself. Sometimes I do research after getting information from AI. ,Neutral,Faster task completion and time savings,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
12c19d26-08d6-44df-aedf-854e17231ad3,I started replacing google search with AI search mostly. Trying to get creative ideas.,Neutral,Brainstorming and creativity support,Using AI instead of traditional web search,,,,,,,,
f7cb2141-cd22-4f60-a2bd-7a81baa0c875,"I started taking on work/tasks in fields I didn't have much experience in knowing that I could ask AIs for help in generating documents, code, scripts, ... to help me carry them out. ",Neutral,Coding assistance and debugging,Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,,
8300bb85-1d54-4bac-9b4b-e03a0382dd94,"I started thinking less which was a huge concern for me and made me take a step back. The positive side of ai is that i can ask it questions and it can answer me in detail and help me understand topics better, i also vent to it sometimes to figure out a solution to my problem but that can also be negative sometimes because i noticed it can be an echo chamber for your thoughts and doesn't challenge you in a healthy way like a therapist would",Neutral,Emotional support and companionship,"Learning aid: studying, tutoring, explanations",Reduced independent thinking/overreliance,,,,,,,
e938a633-bf1f-4cb3-8d42-6657b27837fa,"I started using AI to learn languages and it improved my level, made it easier to understand financial, insurance and other documents, and easier to analyze the information I needed.",Positive,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,Translation and language support,,,,,,,
cf27a4ad-c6d9-404f-81d2-1bf3940dc2ff,"I started using it a lot more and had less ""prejudice"" and even less fear.

",Positive,Other,,,,,,,,,
5a2e28e0-24d4-4454-8ba7-8bb77f674c81,I started using it to help with coding and learn from it instead of forums,Neutral,Coding assistance and debugging,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,,
c421f629-bc22-4b7d-8109-96e995446214,"I started working using AI.
",Neutral,Other,,,,,,,,,
045d1401-eaf7-487f-8526-9aaf2ec2c73b,I stopped asking people questions. I currently ask AI any question.,Neutral,Reduced independent thinking/overreliance,Research acceleration and information synthesis,,,,,,,,
54d6f2f6-0621-400b-b912-f68f1dd668d7,I stopped using the search engine and now turn more to AI for help,Neutral,Using AI instead of traditional web search,,,,,,,,,
996a3f30-fae7-43a8-82b8-29898de3ec9a,"I stopped using traditional browsers, like Google, since AI serves much better as a search engine for less ambiguous information.",Neutral,Using AI instead of traditional web search,,,,,,,,,
4cf4f8a6-147a-4df9-9104-9235de0c61bf,I tend to ask small things or random questions to AI instead of looking up by myself.,Neutral,Using AI instead of traditional web search,,,,,,,,,
5d83ffab-a95d-4340-bfbc-335f5b8f27a4,I tend to use AI more often to do research and inquire about general knowledge ,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
85838f24-2617-441d-89d6-c1d39cef1639,I tend to use search engines like Google less.,Neutral,Using AI instead of traditional web search,,,,,,,,,
914ab51b-5f69-4d9f-9941-18783c8e6d58,"I think I rely more on AI answers as a starting point for debugging (for work, I'm a programmer) compared to a year ago. I seldomly use stackoverflow anymore.",Neutral,Coding assistance and debugging,Using AI instead of traditional web search,,,,,,,,
bcdafb39-fbdb-45eb-a8ff-b66f71241a10,"I think for myself a lot less, and tasks have become a bit easier and less time consuming ",Positive,Faster task completion and time savings,Reduced independent thinking/overreliance,,,,,,,,
f994b115-7a3a-4d19-902d-1a5dd8440ad4,I think so,Neutral,Uninformative answer,,,,,,,,,
ba228569-b083-4170-964e-de9d22558960,"I think the content writing. Previously, I was more creative, but when AI arrived, I became mostly dependent on ChatGPT. Now and then, I use ChatGPT even for normal email learning. ",Neutral,Reduced independent thinking/overreliance,"Writing help: emails, documents, summaries",,,,,,,,
2790f653-db79-4ea6-b2ee-e0eab3ea62ce,"I think the most important change is the daily help I get with various tasks at work, as well as in my daily life. I feel like AI has, in a way, given me a break from performing tasks and making decisions. I feel it's part of my life, from organizing my meals for the week, to asking its opinion on a topic during my day or a conversation I'm unsure about, to helping me with work-related issues.",Neutral,Faster task completion and time savings,Personal decision-making and recommendations,"Scheduling, organization, and reminders",,,,,,,
3c9d58fd-42c2-4d45-ae8e-1f9c0ffae40c,"I think the use of AI can be really helpful in many ways—for example, assisting me in discussions and helping me quickly find answers to questions I’m curious about. Lately, I’ve also been actively using AI to calculate my monthly budget and to guide me in setting priorities for my daily activities",Positive,"Learning aid: studying, tutoring, explanations",Personal decision-making and recommendations,"Scheduling, organization, and reminders",,,,,,,
c5121ef3-c23c-4e5b-94f9-eb17238333bf,"I think when it comes to the ai chatbots, recently they seem to remember the previous conversations, particularly titbits about myself I shared before. ",Neutral,More personalized experiences across apps,,,,,,,,,
aeac70f7-aa9b-473f-96a7-7748c33e4e68,"I tried to start my own small business

",Neutral,Other,,,,,,,,,
72bd499c-6820-4364-b07b-45bfa2f1e4a2,I use AI almost every time I need to edit documents and emails. I feel like AI is a personal assistant.,Neutral,Improved productivity and efficiency at work,"Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,,,,
